HRR,HRR Name,Provider ID,Hospital Name,City,State,System,Number of deaths among chronically ill patients assigned to hospital,Percent of enrollees medical inpatient days at hospital to which they were assigned,Hospital Care Intensity Index during the Last Two Years of Life,Total Medicare Reimbursements per Decedent during the Last Two Years of Life,Inpatient Sector Reimbursements per Decedent during the Last Two Years of Life,Outpatient Sector Reimbursements per Decedent during the Last Two Years of Life,SNF/Long-Term Care Sector Reimbursements per Decedent during the Last Two Years of Life,Home Health Sector Reimbursements per Decedent during the Last Two Years of Life,Hospice Sector Reimbursements per Decedent during the Last Two Years of Life,Ambulance spending per Decedent during the last two years of life,Reimbursements for Durable Medical Equipment per Decedent during the Last Two Years of Life,Other spending per Decedent during the last two years of life,Part B Spending per Decedent during the Last Two Years of Life,Part B Spending for Evaluation & Management per Decedent during the Last Two Years of Life,Part B Spending for Procedures per Decedent during the Last Two Years of Life,Part B Spending for Imaging per Decedent during the Last Two Years of Life,Part B Spending for Tests per Decedent during the Last Two Years of Life,Other Part B spending per Decedent during the last two years of life,Hospital reimbursements per Decedent during the last two years of life,Inpatient Days per Decedent during the Last Two Years of Life,Reimbursements per patient day (calculated),Hospital Reimbursements: Ratio to US Average (calculated),Hospital Days: Ratio to US Average (calculated),Reimbursements per Day: Ratio to US Average (calculated),Payments for physician visits per Decedent during the last two years of life,Physician Visits per Decedent during the Last Two Years of Life,Payments per physician visit (calculated),Physician visit payments: Ratio to US Average (calculated),Physician visits: Ratio to US Average (calculated),Payments per visit: Ratio to US Average (calculated),"Hospital Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Total ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","High-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Intermediate-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Medical & Surgical Unit Bed Inputs per 1,000 Decedents during the Last Two Years of Life","SNF Bed Inputs per 1,000 Dededents during the Last Two Years of Life","FTE Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Medical Specialist Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Primary Care Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life",Standardized FTE physician labor: Ratio MS/PC (calculated),"RNs Required Under Proposed Federal Standards per 1,000 Decedents during the Last Two Years of Life",Inpatient Days per Decedent during the Last Six Months of Life,Total ICU Days per Decedent during the Last Six Months of Life,High-Intensity ICU Days per Decedent during the Last Six Months of Life,Intermediate-Intensity ICU Days per Decedent during the Last Six Months of Life,Medical & Surgical Unit Days per Decedent during the Last Six Months of Life,SNF Days per Decedent during the Last Six Months of Life,Physician Visits per Decedent during the Last Six Months of Life,Medical Specialist Visits per Decedent during the Last Six Months of Life,Primary Care Visits per Decedent during the Last Six Months of Life,Physician visits per decedent last 6 months: Ratio MS/PC (calculated),Home Health Agency Visits per Decedent during the Last Six Months of Life,Percent of Deaths Occurring In Hospital,Percent of Deaths Associated With ICU Admission,Percent of Decedents Enrolled In Hospice during the Last Six Months of Life,Hospice Days per Decedent during the Last Six Months of Life,Percent of Decedents Seeing 10 or More Different Physicians during the Last Six Months of Life,Number of Different Physicians Seen per Decedent during the Last Six Months of Life,Average Co-Payments per Decedent during the Last Two Years of Life,Average Co-Payments for Physician Services per Decedent during the Last Two Years of Life,Average Co-Payments for Durable Medical Equipment per Decedent during the Last Two Years of Life
340,OK- TULSA,370091,St. Francis Hospital,Tulsa,OK,Saint Francis Health System,"1,081",86.6,1.1,"85,879","39,396","15,811","15,140","5,484","6,840","1,795",834,580,"14,652","6,278","2,483","1,064",959,"3,868","34,925",20.8,"1,682",0.9,1.2,0.8,"6,319",63.9,99,0.9,1.0,0.9,56.9,16.6,12.1,4.5,40.3,60.7,27.0,12.1,9.4,1.3,52.8,12.2,4.2,3.1,1.2,8.0,9.3,32.4,12.8,7.7,1.7,12.2,22.1,16.3,66.3,30.2,60.5,13.4,"4,540","4,282",259
339,OK- OKLAHOMA CITY,370093,Ou Medical Center,Oklahoma City,OK,,453,84.0,1.0,"98,319","50,870","20,934","11,800","6,288","5,884","1,208",747,587,"14,405","4,824","3,122",950,796,"4,715","47,201",19.4,"2,438",1.3,1.1,1.2,"4,890",58.0,84,0.7,0.9,0.8,53.0,22.0,10.4,11.6,31.1,44.0,29.7,11.9,10.9,1.1,50.5,11.6,5.1,2.5,2.6,6.6,7.2,28.1,11.5,12.5,0.9,15.8,22.1,18.7,63.4,27.5,62.3,13.4,"5,044","4,820",223
339,OK- OKLAHOMA CITY,370094,Alliancehealth Midwest,Midwest City,OK,"Community Health Systems, Inc.",197,83.4,0.9,"83,033","36,282","14,488","16,625","5,539","7,238","1,212",992,658,"12,047","6,346","2,105",825,716,"2,055","32,006",15.7,"2,036",0.9,0.9,1.0,"6,480",60.7,107,0.9,0.9,1.0,43.1,33.4,10.7,22.8,9.6,72.3,28.5,11.7,12.2,1.0,46.0,9.1,7.5,2.7,4.7,1.6,11.0,30.4,14.8,11.7,1.3,12.2,24.0,22.7,61.6,29.9,58.5,12.8,"3,809","3,489",320
339,OK- OKLAHOMA CITY,370106,Integris Southwest Med Ctr,Oklahoma City,OK,INTEGRIS Health,308,87.5,1.0,"88,630","38,564","14,500","17,032","7,149","8,230","1,279","1,250",627,"11,486","5,974","2,148",841,731,"1,792","34,248",16.9,"2,023",0.9,0.9,1.0,"6,039",68.6,88,0.8,1.0,0.8,46.4,17.7,7.1,10.6,28.7,60.2,28.8,13.4,10.6,1.3,42.8,10.1,4.5,1.9,2.6,5.7,10.0,35.3,15.9,9.4,1.7,13.1,20.0,16.1,63.3,32.6,61.7,13.2,"3,879","3,503",376
267,MO- JOPLIN,370113,Integris Grove Hospital,Grove,OK,INTEGRIS Health,90,82.5,0.8,"86,162","32,268","16,164","18,787","5,251","10,204",893,"1,528","1,066","11,266","5,239","1,870",946,"1,063","2,148","29,052",15.3,"1,898",0.8,0.8,0.9,"5,571",53.5,104,0.8,0.8,1.0,41.9,30.8,10.7,20.2,11.1,91.0,23.6,8.2,11.6,0.7,44.5,8.7,7.0,2.7,4.4,1.7,11.2,24.0,7.0,12.1,0.6,7.4,16.3,16.4,68.6,37.6,40.5,9.9,"3,278","2,830",448
340,OK- TULSA,370114,St. John Medical Center-Tulsa,Tulsa,OK,Ascension Healthcare,821,88.5,0.9,"78,536","35,699","14,760","12,693","5,750","6,097","1,827","1,066",643,"16,774","5,682","2,703","1,320","1,050","6,020","31,555",17.5,"1,798",0.8,1.0,0.9,"5,741",56.7,101,0.8,0.9,0.9,48.1,29.2,7.1,22.1,18.9,50.8,29.8,11.1,13.5,0.8,46.9,10.0,6.7,1.7,5.0,3.4,7.8,27.1,10.6,13.1,0.8,11.1,30.3,26.2,56.1,29.1,60.2,13.2,"5,300","4,975",325
339,OK- OKLAHOMA CITY,370149,St. Anthony Shawnee Hospital,Shawnee,OK,SSM Health,148,84.1,0.7,"81,256","34,600","16,804","13,543","5,884","6,452","2,163","1,410",401,"12,446","5,223","1,981",854,547,"3,841","31,326",13.0,"2,407",0.8,0.7,1.2,"5,429",54.3,100,0.8,0.8,0.9,35.7,23.6,8.2,15.4,12.1,50.6,26.4,10.2,11.8,0.9,36.7,8.1,5.8,2.2,3.6,2.3,11.5,27.0,11.0,12.7,0.9,12.6,12.4,11.1,69.5,26.9,53.6,12.3,"3,936","3,518",418
340,OK- TULSA,370202,Hillcrest Hospital - South,Tulsa,OK,Ardent Health Services,201,77.4,0.8,"81,733","37,153","13,729","13,594","6,989","6,302","1,945","1,371",651,"14,013","6,220","2,641",934,898,"3,320","32,720",17.4,"1,876",0.9,1.0,0.9,"6,318",51.1,124,0.9,0.8,1.1,47.8,16.4,7.6,8.8,31.4,41.6,22.2,10.2,7.3,1.4,43.7,10.9,4.6,2.3,2.3,6.3,6.6,25.6,11.2,5.4,2.1,12.6,26.2,22.8,60.7,32.9,61.0,14.4,"4,498","4,047",451
339,OK- OKLAHOMA CITY,370211,Integris Canadian Valley Hosp,Yukon,OK,INTEGRIS Health,128,84.5,0.7,"81,210","32,368","16,410","12,290","7,528","9,352","1,638",941,683,"13,257","5,274","2,789",996,777,"3,420","29,252",13.7,"2,135",0.8,0.8,1.0,"5,297",46.3,114,0.7,0.7,1.1,37.5,16.2,7.2,9.0,21.3,51.8,23.6,10.0,9.1,1.1,35.8,8.8,4.6,1.9,2.7,4.2,9.3,25.0,11.2,10.2,1.1,14.5,20.7,14.4,61.0,33.2,47.1,10.7,"3,827","3,548",279
339,OK- OKLAHOMA CITY,370215,Oklahoma Heart Hospital,Oklahoma City,OK,,266,81.5,0.7,"67,660","28,827","17,647","7,894","5,690","3,717","1,895","1,348",641,"12,751","5,034","2,977",914,812,"3,015","25,196",13.2,"1,910",0.7,0.7,0.9,"5,098",50.5,101,0.7,0.8,0.9,36.1,26.6,24.0,2.6,9.6,34.9,20.1,9.7,5.8,1.7,45.7,8.5,6.5,6.0,0.5,2.0,5.5,24.7,12.1,4.9,2.5,14.4,26.4,24.7,55.0,19.7,44.7,10.1,"4,038","3,584",453
340,OK- TULSA,370218,St. Francis Hospital South,Tulsa,OK,Saint Francis Health System,121,76.2,1.0,"82,145","34,517","14,672","14,966","6,936","7,732","1,615",995,713,"13,606","6,450","1,622",890,915,"3,729","30,538",18.3,"1,671",0.8,1.0,0.8,"6,457",57.8,112,0.9,0.9,1.0,50.1,13.8,7.4,6.4,36.3,48.3,23.3,9.9,9.4,1.0,44.7,11.0,3.7,1.8,1.9,7.4,7.7,29.0,10.7,6.7,1.6,14.6,19.7,14.6,62.3,30.4,58.5,12.9,"4,608","4,294",314
339,OK- OKLAHOMA CITY,370234,Oklahoma Heart Hospital South,Oklahoma City,OK,,122,80.6,0.8,"75,703","35,380","20,096","9,093","5,523","2,247","1,042","1,308","1,013","13,685","6,148","2,809","1,033",938,"2,758","31,132",14.5,"2,142",0.8,0.8,1.0,"6,312",65.7,96,0.9,1.0,0.9,39.8,31.0,27.9,3.1,8.8,40.4,23.9,14.2,5.2,2.7,51.6,9.4,7.4,6.8,0.6,2.0,6.0,33.4,18.2,4.9,3.7,18.9,20.6,16.9,50.9,15.1,63.6,13.1,"4,527","4,070",456
339,OK- OKLAHOMA CITY,370236,Integris Health Edmond,Edmond,OK,INTEGRIS Health,91,88.2,0.7,"80,441","30,675","20,024","10,907","6,831","9,180","1,306",436,"1,082","13,641","5,591","3,744",999,784,"2,524","27,159",12.8,"2,120",0.7,0.7,1.0,"5,691",52.2,109,0.8,0.8,1.0,35.1,16.7,8.2,8.5,18.4,31.0,25.8,10.3,10.1,1.0,34.6,8.0,4.2,2.1,2.1,3.8,7.1,26.3,10.0,11.8,0.8,10.9,25.4,22.4,68.6,32.3,50.7,11.3,"3,494","3,357",137
344,OR- PORTLAND,380001,Mid-Columbia Medical Center,The Dalles,OR,,89,92.6,0.4,"69,101","35,231","16,808","5,356","3,192","6,704",986,696,127,"5,831","2,408","1,273",398,332,"1,419","33,490",10.3,"3,245",0.9,0.6,1.6,"3,534",25.1,141,0.5,0.4,1.3,28.3,12.9,11.8,1.1,15.4,27.9,13.2,4.2,5.5,0.8,30.3,6.8,2.9,2.7,0.2,3.9,4.7,13.0,3.3,7.3,0.5,5.7,24.9,19.1,53.7,26.4,36.0,8.5,"2,033","1,826",206
343,OR- MEDFORD,380002,Asante Three Rivers Medical Ctr,Grants Pass,OR,Asante Health System,287,93.0,0.6,"69,956","33,438","14,819","8,406","5,644","4,832","1,717",767,333,"13,435","4,102","1,922",774,743,"5,894","30,987",14.8,"2,091",0.8,0.8,1.0,"4,299",36.6,117,0.6,0.6,1.1,40.6,6.5,5.8,0.8,34.1,51.6,18.6,5.9,8.9,0.7,35.0,8.1,1.4,1.4,0.1,6.7,8.1,15.4,4.7,9.0,0.5,10.1,24.8,12.4,55.3,19.6,44.3,9.8,"3,971","3,738",232
344,OR- PORTLAND,380004,Providence St. Vincent Med Ctr,Portland,OR,Providence St. Joseph Health,387,91.6,0.7,"79,022","37,399","18,959","8,042","4,712","7,562","1,249",739,359,"13,070","4,812","2,621",755,684,"4,198","34,352",15.4,"2,229",0.9,0.9,1.1,"4,902",46.6,105,0.7,0.7,1.0,42.2,5.0,3.8,1.2,37.2,38.4,20.3,9.9,6.0,1.6,34.8,9.3,0.9,0.8,0.1,8.3,6.3,21.5,8.1,5.8,1.4,7.7,30.1,13.0,58.8,27.8,58.7,12.8,"4,152","3,932",220
344,OR- PORTLAND,380007,Legacy Emanuel Hosp And Hlth Ctr,Portland,OR,Legacy Health,110,80.1,0.9,"92,859","52,938","16,700","10,989","4,068","4,620","1,620","1,525",400,"13,413","5,272","2,603",819,768,"3,952","48,829",18.9,"2,586",1.3,1.0,1.2,"5,412",53.6,101,0.8,0.8,0.9,51.7,6.8,6.1,0.7,44.9,55.1,26.9,11.0,10.9,1.0,43.6,10.7,1.6,1.4,0.2,9.0,10.5,24.3,8.3,11.4,0.7,5.5,40.5,24.6,43.0,21.0,57.0,12.8,"4,486","4,036",450
344,OR- PORTLAND,380009,Ohsu Hospital,Portland,OR,,248,84.6,0.8,"97,317","57,465","20,171","7,270","3,071","6,535","1,575",804,425,"11,072","4,103","2,697",812,669,"2,791","53,995",17.2,"3,140",1.4,1.0,1.5,"4,346",46.6,93,0.6,0.7,0.9,47.1,18.7,7.6,11.1,28.5,32.8,24.1,11.1,5.9,1.9,43.8,10.7,4.5,2.1,2.5,6.1,6.8,23.0,10.7,5.9,1.8,5.7,23.2,19.7,65.7,28.5,61.7,13.6,"4,177","3,948",229
342,OR- EUGENE,380014,Good Samaritan Regional Med Ctr,Corvallis,OR,Samaritan Health Services,189,89.8,0.6,"70,716","36,432","16,586","4,238","3,004","7,730","1,407",766,554,"9,063","3,341","2,107",577,716,"2,322","33,949",12.7,"2,665",0.9,0.7,1.3,"3,546",36.9,96,0.5,0.6,0.9,34.9,13.8,3.2,10.6,21.1,27.2,20.6,7.4,8.8,0.8,31.2,8.2,3.4,0.8,2.6,4.8,4.3,18.6,5.7,9.8,0.6,5.0,17.7,15.0,71.6,26.7,43.9,10.5,"3,194","2,960",234
344,OR- PORTLAND,380017,Legacy Good Samaritan Hospital,Portland,OR,Legacy Health,139,89.3,0.8,"84,054","43,799","17,671","7,936","3,667","6,414","1,396","2,437",735,"14,592","4,859","2,426",791,"1,040","5,476","40,386",17.2,"2,346",1.1,1.0,1.1,"5,090",49.3,103,0.7,0.7,1.0,47.2,5.9,4.9,1.0,41.3,35.9,24.5,10.6,9.3,1.1,39.3,10.3,1.4,1.1,0.3,8.9,6.3,22.3,8.6,10.2,0.8,5.5,29.7,14.3,53.1,25.8,60.9,12.3,"5,192","4,480",712
343,OR- MEDFORD,380018,Asante Rogue Regional Medical Ctr,Medford,OR,Asante Health System,433,92.4,0.8,"80,411","41,440","18,224","7,358","5,604","4,886","1,618",936,346,"14,927","4,810","2,454","1,001",943,"5,718","38,331",17.5,"2,190",1.0,1.0,1.1,"4,959",49.8,99,0.7,0.8,0.9,48.0,8.0,7.4,0.6,40.0,37.2,23.5,8.6,9.4,0.9,41.6,10.6,1.9,1.8,0.1,8.7,6.2,22.7,7.3,10.2,0.7,10.1,27.0,18.5,57.4,21.2,59.0,12.4,"4,725","4,448",277
342,OR- EUGENE,380020,Mckenzie-Willamette Med Ctr,Springfield,OR,Quorum Health,133,83.1,0.6,"71,639","30,288","21,019","7,715","3,658","6,203","1,326",966,465,"18,609","4,346","3,296","1,065",908,"8,994","28,085",13.2,"2,135",0.7,0.7,1.0,"4,414",43.1,102,0.6,0.7,1.0,36.0,17.8,5.5,12.4,18.2,39.6,21.0,8.0,8.8,0.9,34.2,7.8,4.0,1.1,2.9,3.7,6.0,18.1,6.2,10.3,0.6,4.5,24.1,21.2,69.3,21.2,56.1,11.9,"5,447","5,169",277
344,OR- PORTLAND,380021,Tuality Healthcare,Hillsboro,OR,,109,84.8,0.6,"79,818","36,968","17,959","9,457","6,658","5,700","1,739",978,358,"11,395","4,870","2,096",780,624,"3,025","34,087",12.7,"2,692",0.9,0.7,1.3,"5,057",45.4,111,0.7,0.7,1.0,34.7,14.4,4.3,10.1,20.3,46.4,20.8,10.0,6.6,1.5,31.8,7.0,3.1,1.1,2.0,3.9,6.7,18.7,7.0,5.8,1.2,9.1,27.3,16.1,57.8,21.4,53.9,11.3,"3,470","3,196",274
342,OR- EUGENE,380022,Samaritan Albany General Hosp,Albany,OR,Samaritan Health Services,81,88.3,0.4,"60,456","29,069","15,170","3,986","3,503","5,574","1,434","1,097",623,"9,873","3,844","1,581",562,553,"3,333","26,929",9.9,"2,722",0.7,0.5,1.3,"3,941",34.2,115,0.6,0.5,1.1,27.1,6.6,3.4,3.2,20.5,22.9,18.2,6.0,8.1,0.7,23.7,6.1,1.8,0.9,0.9,4.3,"-99,999.0",14.7,4.6,8.1,0.6,4.4,15.2,-99999.0,74.7,23.2,40.5,9.0,"2,981","2,636",345
344,OR- PORTLAND,380025,Legacy Mount Hood Medical Center,Gresham,OR,Legacy Health,110,87.4,0.7,"75,714","35,327","10,887","10,211","5,224","11,587","1,308",641,529,"9,669","4,178","1,764",554,644,"2,529","32,432",13.8,"2,349",0.9,0.8,1.1,"4,341",42.0,103,0.6,0.6,1.0,37.8,5.3,3.8,1.5,32.5,46.8,20.6,8.1,8.7,0.9,31.6,7.1,1.2,0.9,0.3,5.9,8.5,16.7,6.0,8.3,0.7,5.1,26.3,12.0,64.4,38.7,41.7,9.8,"3,190","2,982",208
342,OR- EUGENE,380027,Mercy Medical Center,Roseburg,OR,CommonSpirit Health,245,95.0,0.6,"65,300","31,494","17,476","5,027","3,729","4,003","1,920","1,279",372,"15,467","3,911","2,536",664,563,"7,793","29,226",12.0,"2,428",0.8,0.7,1.2,"4,231",43.5,97,0.6,0.7,0.9,33.0,14.8,8.6,6.2,18.1,31.6,17.8,8.8,5.7,1.5,32.8,7.3,3.5,2.0,1.5,3.7,5.6,20.2,7.8,6.3,1.2,8.0,23.4,15.4,57.3,18.4,47.8,10.3,"4,875","4,484",391
341,OR- BEND,380047,St. Charles Med Ctr - Bend,Bend,OR,"St. Charles Health System, Inc.",359,94.2,0.6,"80,773","35,627","21,496","6,863","3,559","10,435","1,482",764,548,"16,101","4,331","3,021","1,303",954,"6,492","33,030",13.0,"2,531",0.9,0.7,1.2,"4,593",45.9,100,0.6,0.7,0.9,35.7,10.0,3.1,7.0,25.7,27.7,20.4,10.1,5.1,2.0,30.9,7.3,2.5,0.8,1.7,4.8,4.3,19.8,8.7,5.1,1.7,5.8,24.2,17.8,64.9,35.6,58.3,11.4,"4,920","4,690",230
343,OR- MEDFORD,380050,Sky Lakes Medical Center,Klamath Falls,OR,,192,94.2,0.6,"77,907","41,719","13,125","7,580","2,256","9,976","1,750","1,128",372,"8,373","3,317","1,795",658,498,"2,105","39,120",13.8,"2,839",1.0,0.8,1.4,"3,533",40.8,87,0.5,0.6,0.8,37.7,14.8,14.3,0.5,22.9,34.8,18.9,6.5,8.1,0.8,39.2,7.9,3.0,2.9,0.1,4.9,4.8,17.8,5.6,10.5,0.5,3.5,21.4,13.1,66.5,35.0,41.0,9.2,"2,888","2,533",355
345,OR- SALEM,380051,Salem Hospital,Salem,OR,Salem Health,461,95.4,0.8,"80,322","41,014","17,812","8,423","4,207","6,372","1,345",684,466,"15,503","5,108","2,755",899,920,"5,821","37,521",17.8,"2,109",1.0,1.0,1.0,"5,205",54.8,95,0.7,0.8,0.9,48.8,19.5,4.1,15.5,29.2,41.5,23.6,11.9,7.3,1.6,43.5,10.7,4.5,1.1,3.4,6.2,6.2,25.6,10.3,8.4,1.2,6.9,23.3,16.8,65.0,23.9,62.2,13.3,"4,612","4,406",205
151,ID- BOISE,380052,St. Alphonsus Med Ctr-Ontario,Ontario,OR,Trinity Health,83,89.5,0.5,"77,964","29,278","13,782","8,722","11,100","10,468","2,126","1,517",971,"9,106","4,085","1,441",534,690,"2,356","26,936",11.2,"2,405",0.7,0.6,1.2,"4,422",35.3,125,0.6,0.5,1.2,30.7,15.1,15.1,.,15.5,40.1,13.4,5.1,5.3,1.0,34.4,6.3,3.2,3.2,.,3.1,6.2,14.2,4.0,4.4,0.9,17.6,-99999.0,-99999.0,75.2,35.0,30.8,7.9,"2,484","1,910",574
344,OR- PORTLAND,380060,Adventist Medical Center,Portland,OR,Adventist Health,189,82.0,0.6,"76,162","37,913","14,144","9,236","4,469","7,664","1,508",835,393,"10,653","4,460","2,233",672,607,"2,681","35,052",12.0,"2,927",0.9,0.7,1.4,"4,662",39.9,117,0.7,0.6,1.1,32.8,13.7,3.6,10.0,19.1,39.7,16.5,7.9,4.8,1.6,29.8,7.0,3.3,1.0,2.4,3.7,6.5,16.9,5.3,3.9,1.4,6.0,26.3,13.9,62.0,31.1,45.2,10.2,"3,340","3,086",254
344,OR- PORTLAND,380061,Providence Portland Med Ctr,Portland,OR,Providence St. Joseph Health,282,89.0,0.9,"97,141","48,205","23,737","10,353","5,953","6,330","1,472",812,279,"16,232","5,266","2,620",760,633,"6,953","44,608",19.4,"2,298",1.2,1.1,1.1,"5,431",52.9,103,0.8,0.8,1.0,53.2,6.0,5.0,1.0,47.2,48.6,22.8,11.7,6.2,1.9,43.9,11.3,1.7,1.4,0.3,9.7,6.2,24.3,9.4,6.3,1.5,8.7,32.6,16.1,54.3,25.5,58.6,13.1,"5,237","4,988",249
344,OR- PORTLAND,380071,Willamette Valley Medical Center,Mcminnville,OR,LifePoint Health,111,88.6,0.6,"76,942","35,439","17,439","7,741","5,719","7,458","1,672",960,514,"14,390","4,096","2,198",678,555,"6,863","33,048",14.4,"2,294",0.9,0.8,1.1,"4,212",42.7,99,0.6,0.6,0.9,39.5,7.2,4.3,3.0,32.3,38.8,20.3,8.8,6.9,1.3,33.5,7.4,1.6,1.1,0.5,5.8,6.9,17.3,7.0,7.4,1.0,11.9,20.8,11.5,66.1,21.4,38.8,9.4,"4,333","4,037",296
343,OR- MEDFORD,380075,Providence Medford Med Ctr,Medford,OR,Providence St. Joseph Health,212,87.0,0.6,"69,413","31,784","16,056","6,207","6,435","6,321","1,501",884,225,"13,089","4,538","1,935","1,246",641,"4,729","29,323",15.1,"1,943",0.8,0.8,0.9,"4,607",41.4,111,0.6,0.6,1.0,41.3,4.8,4.5,0.3,36.5,27.9,16.6,7.5,5.0,1.5,34.5,9.8,1.3,1.3,0.1,8.5,5.4,18.7,6.1,4.6,1.3,8.3,38.1,22.8,49.4,23.0,50.5,11.7,"3,887","3,629",258
344,OR- PORTLAND,380082,Providence Milwaukie Hospital,Milwaukie,OR,Providence St. Joseph Health,83,83.8,0.5,"72,512","29,686","17,025","8,162","5,474","9,639","1,449",723,352,"12,969","4,690","2,056",660,640,"4,923","27,464",10.9,"2,522",0.7,0.6,1.2,"4,751",40.8,117,0.7,0.6,1.1,29.8,3.0,1.7,1.2,26.9,31.2,17.1,6.4,6.4,1.0,24.0,6.4,0.8,0.5,0.3,5.6,6.8,17.6,5.5,5.5,1.0,8.0,16.8,-99999.0,68.6,25.3,42.7,10.1,"3,639","3,425",214
344,OR- PORTLAND,380089,Legacy Meridian Park Hospital,Tualatin,OR,Legacy Health,229,91.9,0.7,"83,929","33,380","20,902","11,493","6,498","8,682","1,534",684,755,"16,308","5,005","3,000",757,"1,453","6,093","30,495",14.1,"2,158",0.8,0.8,1.0,"5,049",48.4,104,0.7,0.7,1.0,38.7,2.9,2.3,0.6,35.8,48.0,24.8,10.9,9.6,1.1,30.9,8.5,0.8,0.6,0.2,7.8,9.1,21.0,8.3,10.1,0.8,7.8,28.0,11.9,64.3,26.7,54.2,11.5,"4,338","4,145",193
342,OR- EUGENE,380090,Bay Area Hospital,Coos Bay,OR,,264,91.6,0.8,"74,574","43,523","16,055","5,215","1,867","4,039","2,178","1,216",481,"10,091","4,379","1,662",556,758,"2,736","40,625",17.5,"2,320",1.1,1.0,1.1,"4,532",47.0,96,0.6,0.7,0.9,48.0,22.3,10.2,12.2,25.6,31.5,22.5,6.4,12.1,0.5,46.6,10.6,4.7,2.2,2.5,5.9,5.3,22.2,5.4,15.0,0.4,3.0,32.7,24.4,40.8,18.4,38.5,9.4,"3,379","3,005",374
342,OR- EUGENE,380102,Peacehealth Sacred Heart -Riverbend,Springfield,OR,PeaceHealth,523,89.3,0.7,"74,988","37,490","19,017","6,461","3,042","5,943","1,627",879,529,"16,259","4,070","2,922",982,847,"7,438","34,617",15.0,"2,309",0.9,0.8,1.1,"4,136",40.8,101,0.6,0.6,0.9,41.1,18.4,16.7,1.6,22.7,33.3,21.4,8.6,8.5,1.0,43.8,8.1,3.7,3.4,0.3,4.4,5.4,16.9,6.3,8.9,0.7,4.8,24.3,16.5,62.6,26.1,50.5,11.2,"5,079","4,809",269
344,OR- PORTLAND,381320,Columbia Memorial Hospital,Astoria,OR,,98,80.5,0.7,"89,801","53,091","18,053","5,763","4,293","4,724","2,578",784,515,"8,657","2,828","1,160",602,747,"3,320","50,418",16.5,"3,063",1.3,0.9,1.5,"3,251",34.3,95,0.5,0.5,0.9,45.1,14.7,12.0,2.7,30.4,29.4,11.6,2.9,4.6,0.6,43.5,9.5,3.1,2.3,0.7,6.4,6.0,13.7,2.4,3.1,0.8,8.1,35.8,17.4,39.1,17.6,12.6,5.8,"2,602","2,358",243
360,PA- SCRANTON,390001,Geisinger-Community Medical Center,Scranton,PA,Geisinger,419,87.7,1.0,"82,350","35,758","17,140","15,565","4,789","5,874","1,961",898,365,"15,604","6,051","2,917","1,032",581,"5,023","31,485",17.8,"1,773",0.8,1.0,0.9,"6,135",60.4,102,0.9,0.9,0.9,48.7,13.9,5.7,8.2,34.7,74.9,30.2,11.5,13.7,0.8,42.8,9.9,2.9,1.2,1.7,6.9,11.3,27.2,10.7,13.0,0.8,8.9,14.2,10.5,63.8,23.4,67.0,15.5,"4,769","4,497",273
357,PA- PITTSBURGH,390002,Upmc Mckeesport,Mc Keesport,PA,UPMC,92,87.5,1.0,"80,234","37,385","16,088","13,614","4,373","5,985","1,658",682,449,"12,082","7,069","1,766",751,521,"1,975","32,568",15.7,"2,071",0.9,0.9,1.0,"7,073",66.6,106,1.0,1.0,1.0,43.1,29.5,28.2,1.3,13.6,57.0,34.4,15.8,13.8,1.1,53.8,7.7,5.9,5.8,0.1,1.9,9.6,34.9,20.8,10.6,2.0,6.8,23.0,18.8,49.4,24.5,60.7,12.9,"3,811","3,591",220
352,PA- HARRISBURG,390004,Holy Spirit Hospital,Camp Hill,PA,Geisinger,269,90.5,1.1,"91,678","37,292","17,307","22,717","3,652","7,688","1,300",840,882,"18,001","7,646","2,833",864,870,"5,788","32,259",16.9,"1,906",0.9,0.9,0.9,"7,655",71.9,106,1.1,1.1,1.0,46.4,16.4,9.5,6.8,30.0,47.9,33.8,14.3,14.2,1.0,43.6,9.8,3.8,2.3,1.5,6.0,8.2,35.1,15.4,14.4,1.1,6.1,17.7,14.8,69.6,29.8,77.7,18.7,"5,060","4,820",239
350,PA- DANVILLE,390006,Geisinger Medical Center,Danville,PA,Geisinger,572,91.1,0.8,"83,298","42,874","16,876","13,989","3,583","2,834","1,557","1,178",408,"10,118","4,862","1,915",742,519,"2,080","39,628",17.0,"2,334",1.1,0.9,1.1,"4,980",52.9,94,0.7,0.8,0.9,46.5,13.6,6.5,7.2,32.9,65.5,27.7,9.9,12.6,0.8,41.5,9.6,2.7,1.6,1.1,6.9,12.3,24.1,9.0,11.8,0.8,7.7,32.4,19.6,37.8,14.4,68.1,15.3,"3,760","3,406",354
